Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
1164,Marketing,44,51340,3,36.8,64.7,Yes
1165,IT,53,62378,4,54.7,57.3,No
1166,IT,34,61344,7,59.1,61.3,No
1167,Operations,41,56814,5,53.3,62.4,Yes
1168,Operations,56,47791,4,52.1,74.6,No
1169,IT,26,69908,4,45.5,62.2,Yes
1170,Operations,30,48821,6,39.3,62.4,Yes
1171,Finance,50,46225,1,50.9,91.1,No
1172,IT,27,65532,6,40.0,46.7,Yes
1173,Operations,46,56748,10,53.0,48.7,Yes
1174,IT,52,71293,2,47.2,92.9,Yes
1175,Marketing,43,54247,6,33.2,90.6,No
1176,HR,23,47189,4,45.4,38.1,No
1177,IT,26,58296,4,35.1,97.1,Yes
1178,HR,48,49628,6,33.9,73.7,No
1179,Operations,46,47536,5,27.3,54.4,Yes
1180,HR,29,64982,2,34.2,65.1,No
1181,IT,22,76978,5,35.5,58.6,Yes
1182,Marketing,41,52042,3,55.2,65.0,Yes
1183,Operations,44,43303,2,49.6,58.8,No
1184,IT,53,53158,4,61.0,47.3,No
1185,Operations,32,61177,4,43.4,45.2,No
1186,Finance,45,58089,2,34.6,68.2,No
1187,HR,32,69330,6,44.9,53.0,No
1188,Finance,50,62981,6,41.6,43.6,No
1189,IT,47,41759,4,48.4,73.0,No
1190,Marketing,37,49080,6,33.6,72.8,Yes
1191,Operations,56,38429,2,45.4,72.8,No
1192,HR,41,68736,3,55.8,66.2,Yes
1193,Operations,24,31097,1,55.9,51.9,No
1194,IT,22,39600,4,54.5,83.1,Yes
1195,Operations,22,48858,5,49.4,78.2,Yes
1196,HR,38,61767,4,52.5,98.4,Yes
1197,IT,23,48740,6,44.7,83.9,Yes
1198,Operations,50,50617,4,48.4,69.8,Yes
1199,Marketing,41,50853,5,44.0,91.5,Yes
1200,IT,27,57073,6,40.6,66.1,No
1201,IT,29,40353,3,47.1,66.2,Yes
1202,Marketing,50,43633,4,58.6,64.3,Yes
1203,Finance,54,75171,8,47.2,57.4,No
1204,HR,24,59828,4,48.9,98.4,No
1205,Finance,56,64129,7,51.2,52.5,No
1206,Operations,26,55696,4,47.6,40.1,No
1207,Marketing,48,53316,5,43.2,58.0,Yes
1208,Finance,33,60485,2,51.2,70.5,Yes
1209,IT,41,63731,9,39.1,56.9,No
1210,Operations,41,65152,1,54.4,59.7,No
1211,Operations,30,53481,5,55.1,36.2,Yes
1212,Finance,25,66464,4,44.6,46.3,No
1213,Finance,40,25405,3,39.7,45.2,No
1214,Marketing,59,65707,7,62.1,77.6,No
1215,HR,48,49877,4,39.4,44.0,Yes
1216,Finance,34,61640,3,42.6,55.3,Yes
1217,Finance,34,47208,6,28.9,62.2,No
1218,IT,43,39079,4,56.0,48.8,Yes
1219,Operations,49,59076,3,33.5,69.1,Yes
1220,HR,43,36981,6,48.9,71.7,Yes
1221,IT,40,50203,6,47.4,86.9,Yes
1222,Marketing,29,45250,3,44.4,65.0,No
1223,Marketing,29,52899,6,40.7,33.3,No
1224,Finance,47,64566,6,48.5,56.3,No
1225,Finance,47,49121,2,58.9,60.7,Yes
1226,Marketing,44,58774,8,43.0,84.3,No
1227,Finance,34,63872,3,31.8,61.6,Yes
1228,HR,49,47712,10,30.5,71.1,No
1229,Finance,30,47886,4,43.5,60.5,Yes
1230,Operations,41,71431,4,41.3,73.1,Yes
1231,Finance,40,54047,3,43.6,55.5,No
1232,IT,33,61109,8,47.3,39.9,No
1233,HR,36,61018,7,41.1,25.6,No
1234,IT,52,40624,8,67.1,72.6,Yes
1235,IT,35,45869,3,48.1,69.9,Yes
1236,Operations,32,59504,6,52.2,71.0,Yes
1237,HR,47,30192,6,43.7,66.8,Yes
1238,HR,48,52464,7,43.8,35.6,No
1239,HR,32,44616,3,40.2,55.3,Yes
1240,HR,59,68326,8,45.6,63.5,Yes
1241,HR,55,59153,8,32.8,54.1,No
1242,Operations,40,69294,5,32.1,73.5,Yes
1243,Finance,27,54530,11,40.0,62.7,No
1244,IT,59,53633,2,37.4,74.9,No
1245,HR,49,51340,3,40.0,82.3,Yes
1246,Finance,22,48963,4,42.3,71.7,Yes
1247,Finance,56,87215,4,42.7,67.5,No
1248,IT,29,64686,8,51.5,45.3,No
1249,Operations,28,42205,4,51.2,65.9,No
1250,Marketing,32,86671,9,44.8,41.0,Yes
1251,Marketing,25,50140,8,60.9,46.9,Yes
1252,Finance,46,58853,4,41.3,69.3,No
1253,IT,33,66275,7,51.7,46.0,No
1254,Marketing,47,36544,2,49.0,99.0,Yes
1255,Finance,59,45072,6,43.3,78.7,No
1256,Operations,33,74777,7,44.0,65.7,No
1257,Marketing,58,52302,5,41.5,23.1,No
1258,Finance,45,66984,8,51.1,36.5,Yes
1259,Finance,37,49558,5,55.0,99.2,Yes
1260,HR,34,53859,6,45.3,56.8,No
1261,Operations,46,76423,3,30.1,82.8,No
1262,HR,25,60250,5,49.4,57.2,No
1263,IT,32,50861,5,43.6,50.0,No
1264,HR,53,46799,3,36.6,49.0,No
1265,HR,28,47897,7,45.6,42.0,No
1266,Marketing,32,69898,5,42.2,73.5,Yes
1267,Finance,49,64185,6,36.2,70.7,No
1268,Operations,44,41215,3,43.2,56.9,No
1269,HR,44,56046,5,56.3,33.9,No
1270,Operations,49,54198,4,46.1,61.3,Yes
1271,HR,47,58793,2,45.2,73.4,No
1272,IT,46,47757,5,48.6,98.1,No
1273,HR,50,68173,6,46.9,80.4,Yes
1274,Marketing,40,54983,3,42.8,67.9,No
1275,Finance,54,59481,6,46.6,52.3,Yes
1276,IT,57,45583,6,45.7,83.7,Yes
1277,HR,35,46188,4,27.8,66.7,No
1278,Operations,35,86890,5,49.2,67.4,No
1279,IT,56,76600,3,45.4,82.7,No
1280,IT,51,54163,3,49.3,61.3,Yes
1281,HR,49,73396,4,44.8,78.5,Yes
1282,IT,38,69552,3,42.2,47.0,Yes
1283,Operations,24,47497,5,37.4,54.3,No
1284,IT,37,46300,7,46.3,72.1,No
1285,Operations,51,63024,5,46.3,64.1,Yes
1286,HR,50,58120,6,55.8,61.1,Yes
1287,Finance,36,50175,1,41.1,47.2,Yes
1288,IT,46,63654,2,53.6,79.4,No
1289,Finance,59,37690,7,51.4,40.2,Yes
1290,Operations,59,56380,10,38.8,78.2,Yes
1291,IT,44,40132,4,33.9,65.8,No
1292,Marketing,46,40528,6,53.1,66.0,No
1293,Finance,28,46518,6,48.7,64.3,Yes
1294,IT,43,59359,6,51.6,52.0,No
1295,Finance,38,46897,8,46.2,64.5,Yes
1296,IT,39,40382,4,36.8,70.5,Yes
1297,HR,31,60726,9,46.4,71.2,Yes
1298,Finance,31,72912,3,50.2,63.5,No
1299,Marketing,28,62666,7,27.2,63.3,Yes
1300,Marketing,59,76621,6,48.8,63.2,Yes
1301,Operations,48,71910,6,51.6,61.2,Yes
1302,IT,54,49150,4,52.5,38.5,No
1303,Finance,22,62585,5,48.7,57.2,Yes
1304,Operations,55,53900,3,41.6,49.4,No
1305,Finance,25,67745,6,44.5,62.6,Yes
1306,IT,38,53898,4,33.2,51.2,No
1307,Marketing,25,45535,3,53.4,70.2,No
1308,HR,47,71480,1,51.3,82.8,No
1309,Marketing,25,58813,2,42.3,60.2,No
1310,Operations,22,47037,4,49.8,69.1,No
1311,HR,28,49015,5,50.0,57.9,Yes
1312,Operations,51,46960,8,36.2,63.5,Yes
1313,IT,30,42979,8,61.3,85.4,Yes
1314,HR,56,49269,2,38.3,41.8,No
1315,Operations,29,59476,2,28.0,54.9,No
1316,IT,45,55768,3,48.2,66.6,Yes
1317,Marketing,40,49741,5,47.7,62.5,Yes
1318,IT,57,72946,6,41.8,59.4,No
1319,Finance,48,30872,6,46.7,47.3,Yes
1320,IT,53,58673,4,38.7,71.5,Yes
1321,IT,35,53286,5,31.3,63.5,Yes
1322,Finance,39,43357,4,52.8,74.6,No
1323,Operations,49,59373,5,47.4,80.6,No
1324,Operations,50,52363,8,42.0,64.4,Yes
1325,IT,37,69964,5,59.0,84.9,No
1326,Finance,56,65416,9,42.6,80.7,No
1327,Finance,52,77873,4,49.7,58.5,Yes
1328,Marketing,25,49200,8,37.2,87.0,Yes
1329,Operations,58,71758,2,27.3,74.8,No
1330,HR,38,41009,3,49.9,84.2,Yes
1331,Operations,47,53672,2,49.7,37.6,No
1332,Operations,25,49417,2,60.3,75.1,No
1333,Marketing,51,62229,4,36.0,69.7,Yes
1334,HR,51,61939,4,31.6,52.7,No
1335,Marketing,43,44192,7,40.1,42.5,No
1336,HR,32,62898,4,49.4,62.7,Yes
1337,IT,23,50434,7,27.5,65.7,No
1338,HR,33,45198,7,45.6,56.2,Yes
1339,Marketing,51,54858,8,41.3,53.7,No
1340,Operations,57,37277,5,41.8,56.8,Yes
1341,HR,39,66175,5,38.0,54.9,No
1342,HR,47,54332,2,53.9,79.0,No
1343,Finance,28,54595,3,32.2,53.0,No
1344,Operations,22,53954,2,52.6,40.3,No
1345,IT,47,74762,4,48.9,76.8,Yes
1346,Marketing,44,73226,5,41.2,78.7,No
1347,IT,47,71209,5,57.3,63.2,No
1348,Operations,27,53979,3,29.9,48.1,No
1349,HR,27,41612,5,53.0,35.9,No
1350,HR,29,54808,8,36.2,65.5,Yes
1351,Operations,45,58772,6,41.3,72.7,Yes
1352,HR,43,64751,6,47.5,52.8,Yes
1353,HR,40,58734,3,53.4,77.0,No
1354,HR,58,42682,5,37.4,43.5,No
1355,Marketing,39,48575,4,49.6,66.1,No
1356,Marketing,52,47486,4,41.5,34.5,No
1357,Finance,58,61468,1,38.2,50.8,No
1358,IT,51,61763,8,31.8,38.7,Yes
1359,Operations,54,63335,5,42.0,73.5,Yes
1360,Operations,31,58612,7,34.8,70.1,No
1361,Operations,58,30289,7,35.2,100.0,No
1362,Finance,33,34289,2,41.1,67.9,Yes
1363,Marketing,51,53317,5,43.1,58.6,No
1364,Finance,48,56176,6,40.6,49.5,No
1365,Operations,30,70043,6,45.6,79.8,Yes
1366,IT,42,55933,0,58.5,100.0,Yes
1367,HR,33,43288,5,39.6,80.1,No
1368,Marketing,50,62945,7,37.9,68.2,Yes
1369,Marketing,54,54792,5,37.5,66.0,No
1370,Finance,36,50175,4,22.7,40.5,No
1371,Marketing,23,35624,6,39.9,78.2,Yes
1372,Operations,39,56022,3,59.3,54.2,No
1373,Operations,24,57745,2,45.6,47.0,No
1374,Finance,28,43046,3,41.8,62.2,No
1375,Operations,39,63932,3,49.2,53.3,Yes
1376,IT,59,62857,9,41.6,51.1,No
1377,Finance,58,55586,6,54.9,57.7,No
1378,IT,54,55140,4,44.0,36.6,No
1379,HR,52,66352,4,56.2,61.1,Yes
1380,IT,32,59410,6,47.1,68.6,No
1381,HR,25,46572,5,49.2,50.2,Yes
1382,HR,39,52628,4,43.8,85.2,No
1383,IT,25,61682,6,52.8,56.4,No
1384,Finance,55,30612,4,58.6,48.8,Yes
1385,Operations,50,43821,8,49.3,77.3,Yes
1386,Operations,45,63185,4,43.5,66.0,No
1387,HR,43,69506,0,52.8,85.1,Yes
1388,HR,23,67252,3,41.2,89.1,No
1389,Finance,27,65719,6,56.3,44.3,Yes
1390,Marketing,46,56556,6,40.9,98.4,Yes
1391,IT,42,42653,5,44.4,29.7,Yes
1392,HR,37,52640,7,52.0,46.0,Yes
1393,Operations,52,31080,4,28.6,44.9,No
1394,Finance,35,70607,5,47.5,85.2,No
1395,IT,49,45194,4,46.3,72.8,Yes
1396,Finance,53,48599,6,41.3,69.1,Yes
1397,IT,49,67703,11,42.4,28.9,No
1398,IT,30,35624,5,38.2,64.7,Yes
1399,HR,43,40727,4,37.3,100.0,Yes
1400,Finance,53,58215,3,41.7,72.7,No
1401,Finance,26,61244,6,37.0,60.1,No
1402,Operations,44,54139,2,49.1,81.2,No
1403,Operations,26,54531,5,39.2,67.2,Yes
1404,HR,53,70220,3,51.4,57.5,No
1405,HR,31,62635,5,37.4,54.8,No
1406,Marketing,36,61014,8,34.7,73.1,No
1407,Operations,28,64307,4,43.2,60.8,Yes
1408,IT,50,51392,7,35.7,67.5,No
1409,Finance,24,81077,8,43.9,30.1,Yes
1410,HR,40,27309,11,38.7,63.4,No
1411,Finance,31,72495,4,34.9,49.1,Yes
1412,Finance,49,65825,3,35.0,80.6,Yes
1413,Marketing,50,57979,9,54.4,49.1,Yes
1414,Operations,36,55960,6,50.6,53.5,No
1415,HR,56,53133,4,34.5,44.7,Yes
1416,Finance,27,68241,6,38.7,77.4,Yes
1417,HR,33,54521,6,56.9,72.8,No
1418,IT,59,46265,2,44.8,48.6,No
1419,Marketing,34,65823,10,42.3,51.1,Yes
1420,IT,50,74017,5,45.9,76.9,No
1421,HR,40,31873,5,47.1,95.6,Yes
1422,HR,24,83285,3,44.9,71.7,No
1423,Operations,29,42559,5,38.6,82.2,No
1424,Finance,29,43476,6,29.1,61.0,No
1425,Finance,41,40061,7,44.8,49.1,Yes
1426,IT,25,55010,4,30.2,62.5,Yes
1427,Marketing,42,39643,1,41.1,81.3,No
1428,Finance,24,41100,6,39.8,56.5,Yes
1429,Operations,29,46737,10,39.2,59.8,No
1430,IT,44,56661,4,48.4,98.4,No
1431,IT,37,57818,4,43.3,91.5,No
1432,Operations,34,69894,9,48.8,67.1,No
1433,Marketing,24,69617,6,30.6,82.7,No
1434,Operations,30,67295,5,51.1,47.2,Yes
1435,Marketing,35,51860,11,52.4,75.0,No
1436,Operations,34,32905,5,44.6,66.6,Yes
1437,Operations,28,32640,6,60.5,71.3,Yes
1438,HR,36,67212,6,50.4,44.8,Yes
1439,IT,28,65125,2,44.7,41.8,Yes
1440,Operations,59,47599,7,56.5,56.6,No
1441,Operations,55,37711,3,45.7,44.5,No
1442,Finance,43,42434,1,37.6,50.8,Yes
1443,IT,45,57096,5,51.5,100.0,Yes
1444,Finance,58,57118,4,57.1,83.5,Yes
1445,IT,22,67510,7,32.7,70.2,Yes
1446,Finance,31,49595,4,41.3,71.8,Yes
1447,Operations,37,52071,4,40.9,71.3,No
1448,Operations,29,68503,4,34.8,62.1,No
1449,HR,46,29498,2,42.7,69.9,No
1450,Finance,33,58809,6,38.7,79.2,Yes
1451,Marketing,46,50989,4,48.4,61.5,No
1452,HR,38,63553,7,49.0,86.7,Yes
1453,Finance,47,61151,4,46.1,61.3,No
1454,Finance,35,46644,5,46.7,50.1,No
1455,HR,57,48911,6,57.0,68.9,No
1456,Operations,44,27376,6,61.1,62.1,Yes
1457,Finance,27,63999,6,49.9,61.2,Yes
1458,Operations,26,57877,6,41.0,78.2,No
1459,HR,46,71782,4,47.2,59.6,Yes
1460,Operations,39,50207,4,45.2,51.0,No
1461,IT,34,65972,9,50.5,59.1,No
1462,Marketing,35,42160,4,37.9,53.9,No
1463,Finance,49,25000,9,51.0,53.7,Yes
1464,Marketing,39,53865,4,45.7,79.7,No
1465,Operations,49,48199,5,44.3,49.7,No
1466,Finance,48,42390,4,44.6,66.8,No
1467,Operations,53,65777,6,55.8,60.0,No
1468,IT,30,69498,5,66.9,63.4,No
1469,HR,53,56265,3,45.9,34.4,No
1470,Finance,41,52809,7,39.1,74.7,Yes
1471,IT,49,55752,7,44.9,60.8,Yes
1472,IT,54,47164,4,47.5,79.6,No
1473,Finance,25,61751,6,46.3,71.0,Yes
1474,Operations,55,36527,2,46.4,65.7,No
1475,IT,24,42123,3,43.6,65.1,No
1476,Marketing,47,45504,7,55.8,98.6,Yes
1477,IT,29,61496,6,42.8,53.0,Yes
1478,Operations,27,51370,5,51.4,69.4,Yes
1479,Operations,37,71324,4,32.9,68.6,Yes
1480,Marketing,45,64639,3,40.5,40.8,No
1481,IT,51,45386,7,47.3,64.1,No
1482,Operations,34,62601,4,44.7,41.6,No
1483,Finance,26,50101,7,54.7,64.0,Yes
1484,HR,46,60678,6,47.2,40.7,Yes
1485,HR,41,65221,4,55.6,70.7,No
1486,HR,39,68376,7,48.9,46.1,No
1487,IT,39,57424,3,38.5,64.8,No
1488,Marketing,23,74201,6,43.5,40.6,No
1489,Operations,31,60295,4,44.0,72.1,Yes
1490,Finance,33,56620,5,55.2,63.8,No
1491,Finance,34,51369,4,43.0,62.2,No
1492,IT,32,47424,3,43.9,67.1,Yes
1493,HR,40,60038,5,41.8,72.9,Yes
1494,IT,56,56209,5,46.0,52.1,No
1495,Marketing,47,58129,5,50.2,64.7,Yes
1496,Marketing,35,60768,4,50.6,58.0,Yes
1497,Operations,45,58079,3,42.5,84.5,Yes
1498,Operations,22,79159,4,29.0,58.9,No
1499,Marketing,43,48664,8,47.2,52.9,No
1500,Marketing,44,60187,7,45.8,42.4,Yes
1501,Marketing,40,52267,3,46.2,61.0,No
1502,IT,39,25462,4,45.0,54.6,Yes
1503,Marketing,33,52678,3,47.4,70.4,Yes
1504,Finance,49,43762,6,28.9,68.3,No
1505,HR,49,54198,4,46.2,73.0,No
1506,Marketing,54,54683,6,37.0,46.1,No
1507,HR,40,59624,2,54.5,24.0,No
1508,IT,49,48637,5,46.0,65.0,No
1509,HR,58,50138,7,39.2,77.3,Yes
1510,IT,47,63408,5,35.5,59.1,Yes
1511,Finance,56,45291,3,38.2,91.8,Yes
1512,IT,55,32938,5,39.9,63.1,Yes
1513,IT,56,56884,6,45.3,54.0,No
1514,Operations,37,67850,3,35.5,71.2,No
1515,Marketing,59,63270,1,46.9,85.7,No
1516,Marketing,34,57105,5,53.0,64.4,No
1517,Finance,44,70007,3,53.8,76.3,Yes
1518,Finance,43,67984,4,41.9,58.7,No
1519,Marketing,37,51029,4,44.8,59.0,No
1520,Operations,49,57970,7,39.7,81.8,No
1521,Marketing,56,58485,4,35.3,38.4,Yes
1522,Operations,29,53958,1,40.7,49.3,No
1523,Finance,43,68610,4,30.6,73.7,No
1524,HR,42,53174,3,29.2,59.8,No
1525,Finance,47,48996,6,47.4,69.5,Yes
1526,Finance,42,25000,2,47.0,73.0,No
1527,IT,46,45420,6,54.8,45.2,No
1528,IT,22,39214,8,56.5,45.1,No
1529,IT,27,54515,6,46.5,82.3,Yes
1530,IT,44,39955,10,37.5,59.2,No
1531,Operations,44,62304,6,37.4,54.9,Yes
1532,Marketing,44,68301,5,36.7,70.6,Yes
1533,HR,53,54626,5,47.0,79.7,Yes
1534,Finance,51,43191,2,39.0,76.7,No
1535,Operations,34,58436,3,33.8,71.9,Yes
1536,HR,39,77721,2,48.4,82.4,No
1537,Operations,44,73989,5,51.9,72.6,Yes
1538,Operations,36,38127,1,39.0,56.7,No
1539,Finance,54,37681,5,44.7,68.9,No
1540,Marketing,42,34605,4,56.7,76.8,Yes
1541,IT,44,41356,3,52.5,52.9,Yes
1542,Marketing,48,58019,5,37.6,56.5,Yes
1543,Finance,39,48319,1,57.4,68.0,No
1544,Finance,45,44935,10,50.7,75.3,Yes
1545,Finance,28,67469,1,58.0,64.7,No
1546,HR,41,61361,13,43.6,68.9,Yes
1547,Marketing,48,34543,4,38.2,27.7,No
1548,Marketing,27,66780,3,44.7,89.0,Yes
1549,Operations,48,61072,8,33.7,76.6,Yes
1550,Operations,30,61339,5,51.6,75.9,Yes
1551,Operations,52,48154,5,40.6,74.6,Yes
1552,Finance,42,52752,1,48.1,76.0,No
1553,Marketing,47,31327,1,62.3,85.9,No
1554,Finance,34,65403,7,41.1,81.8,Yes
1555,HR,44,43012,5,45.0,71.4,No
1556,Operations,41,44552,6,41.3,77.1,No
1557,Finance,58,44390,6,43.8,69.2,Yes
1558,Finance,49,76604,7,43.1,53.6,No
1559,HR,38,46975,3,53.0,57.4,Yes
1560,IT,49,66307,6,52.1,58.7,No
1561,Marketing,23,54712,6,43.2,62.4,Yes
1562,IT,46,45050,1,46.0,61.4,No
1563,Operations,27,42875,6,42.3,47.7,No
1564,Finance,32,47453,2,56.3,68.2,No
1565,HR,59,54106,7,24.6,76.1,No
1566,HR,27,62220,3,38.7,58.0,No
1567,Marketing,32,49348,6,48.4,60.1,Yes
1568,IT,35,48899,5,51.8,76.3,Yes
1569,Marketing,23,44426,8,55.2,67.8,Yes
1570,Finance,24,40671,3,45.0,78.2,Yes
1571,Marketing,56,39667,2,40.3,76.0,Yes
1572,HR,54,66856,5,44.8,53.1,Yes
1573,HR,45,48653,9,52.7,68.4,No
1574,Operations,40,49716,3,40.1,74.0,Yes
1575,Operations,39,47000,5,44.5,54.6,Yes
1576,Finance,45,51197,3,42.6,47.5,No
1577,IT,56,59452,3,55.0,64.7,Yes
1578,Marketing,22,49157,4,35.7,33.5,Yes
1579,Finance,57,57168,6,24.8,15.2,No
1580,Operations,46,72018,2,44.0,74.0,Yes
1581,Marketing,55,45164,4,50.0,53.6,No
1582,Operations,46,49726,3,40.9,60.5,No
1583,Marketing,37,62692,1,30.3,68.6,No
1584,IT,55,72967,3,50.2,64.4,No
1585,Finance,50,40092,4,41.4,53.5,No
1586,Marketing,40,34590,4,46.8,94.4,Yes
1587,HR,44,54992,4,42.6,63.8,Yes
1588,HR,40,53753,9,27.3,100.0,Yes
1589,Marketing,46,63402,11,47.6,50.9,Yes
1590,Marketing,37,61570,4,49.6,59.3,No
1591,Marketing,30,54592,4,43.4,65.4,Yes
1592,HR,22,67590,2,36.0,66.1,Yes
1593,HR,40,46827,5,59.7,79.9,Yes
1594,Marketing,54,57538,6,48.1,30.1,No
1595,Operations,55,40411,3,34.1,87.9,No
1596,Operations,37,54494,4,63.4,36.9,Yes
1597,IT,39,37466,2,40.1,53.3,No
1598,Finance,55,41609,6,55.7,65.8,Yes
1599,Operations,46,75513,8,50.2,71.2,No
1600,HR,27,33105,6,47.8,62.0,Yes
1601,Operations,42,52400,6,56.1,57.8,Yes
1602,IT,27,64926,6,30.4,65.1,No
1603,IT,53,81656,5,49.6,59.0,Yes
1604,Finance,52,57124,2,42.3,81.3,No
1605,Operations,31,57810,2,64.3,75.4,Yes
1606,HR,51,55476,1,29.6,71.7,Yes
1607,HR,39,67686,5,47.5,80.3,Yes
1608,Marketing,45,60180,3,48.1,70.2,No
1609,HR,30,48098,6,40.2,61.4,Yes
1610,Finance,52,68386,3,42.9,40.9,Yes
1611,Finance,36,49453,3,41.3,93.0,No
1612,HR,25,35818,6,37.2,81.8,No
1613,HR,30,35856,8,37.6,46.9,No
1614,Marketing,30,52587,4,43.7,76.0,Yes
1615,HR,47,56236,5,50.4,71.9,Yes
1616,Marketing,25,66467,4,39.8,50.9,No
1617,Marketing,38,62689,6,26.3,85.8,No
1618,HR,37,55958,3,44.2,67.5,Yes
1619,IT,36,67138,5,47.3,47.8,Yes
1620,IT,56,55152,3,43.1,46.7,No
1621,Marketing,26,39514,7,45.3,71.2,Yes
1622,HR,26,36898,4,52.4,50.7,No
1623,IT,41,70344,6,44.5,54.0,No
1624,HR,36,28057,6,51.5,71.4,No
1625,HR,39,52591,3,47.5,55.1,Yes
1626,HR,23,90781,4,37.5,58.0,No
1627,Operations,50,60510,11,53.9,53.2,Yes
1628,HR,34,52497,7,34.2,75.1,Yes
1629,Operations,25,34786,3,28.3,83.6,Yes
1630,Marketing,31,74408,2,45.8,39.4,Yes
1631,IT,52,69565,4,49.8,50.2,No
1632,IT,29,63217,11,49.2,31.3,No
1633,IT,24,54993,7,35.3,66.9,No
1634,IT,30,61864,4,46.2,68.1,No
1635,IT,51,53216,4,31.7,50.8,No
1636,IT,32,43320,6,47.8,58.4,No
1637,IT,56,66476,8,45.7,71.9,Yes
1638,Marketing,58,54392,4,49.3,88.3,Yes
1639,HR,34,61263,7,51.3,53.9,No
1640,Finance,57,53546,9,49.3,66.6,No
1641,Operations,34,60541,5,34.3,73.2,Yes
1642,Finance,33,54826,6,40.9,92.0,Yes
1643,Finance,58,53889,2,35.9,71.0,Yes
1644,HR,31,55359,4,24.7,93.6,Yes
1645,HR,30,90530,4,51.0,43.4,Yes
1646,HR,28,64628,8,50.1,71.2,No
1647,IT,23,86032,7,37.6,61.0,Yes
1648,Marketing,44,54902,9,38.7,64.6,Yes
1649,IT,42,51291,8,44.7,46.8,No
1650,Marketing,44,42109,5,40.6,83.3,Yes
1651,Marketing,50,74238,5,53.8,73.7,Yes
1652,Finance,35,44137,8,41.9,68.2,Yes
1653,Finance,47,76714,9,38.3,39.3,No
1654,Marketing,26,42805,6,48.5,78.7,Yes
1655,Marketing,52,65639,8,37.7,55.0,Yes
1656,IT,46,35907,4,50.7,53.2,No
1657,IT,52,49696,3,44.5,42.4,No
1658,Finance,41,55264,4,52.3,60.0,Yes
1659,HR,38,47830,6,53.0,56.7,Yes
1660,Marketing,23,52968,8,34.6,85.1,Yes
1661,IT,46,53025,5,45.5,49.9,Yes
1662,Finance,34,64683,6,44.6,54.2,No
1663,IT,49,29958,7,44.1,56.1,No
1664,Marketing,27,48244,5,54.3,52.7,No
1665,Marketing,24,70055,10,44.9,45.1,Yes
1666,Operations,56,61749,2,33.9,74.7,Yes
1667,HR,39,70255,6,41.3,62.4,No
1668,Operations,32,64105,4,39.4,56.9,No
1669,Finance,41,41997,8,41.7,55.2,No
1670,IT,26,62930,2,44.9,66.9,Yes
1671,Finance,40,56202,4,39.4,55.3,No
1672,Marketing,43,82216,4,49.9,64.0,No
1673,Operations,40,64625,7,57.2,72.2,No
1674,Operations,37,61280,8,46.4,70.2,Yes
1675,Operations,45,63033,5,51.3,86.6,No
1676,Finance,25,60626,5,37.0,79.7,No
1677,Marketing,36,60301,4,51.8,70.0,Yes
1678,IT,46,51804,8,56.0,70.7,Yes
1679,IT,56,61425,5,54.8,94.4,No
1680,Finance,35,66381,4,40.3,53.0,No
1681,Operations,40,67723,6,54.9,72.5,Yes
1682,HR,59,66269,2,59.1,52.1,Yes
1683,Finance,57,73096,6,40.5,77.5,Yes
1684,Finance,28,68474,7,50.6,74.6,Yes
1685,Marketing,51,62542,4,40.4,61.3,No
1686,IT,40,41276,7,34.2,84.5,No
1687,Finance,46,41280,3,43.3,65.9,No
1688,Finance,37,52022,7,40.5,70.0,No
1689,Operations,29,55561,2,43.9,40.8,No
1690,Operations,39,71776,3,24.3,98.8,Yes
1691,HR,49,25000,5,48.1,49.5,Yes
1692,Marketing,37,42601,4,43.1,46.3,No
1693,HR,40,52669,5,51.0,74.3,Yes
1694,Operations,38,43037,6,41.3,67.6,Yes
1695,IT,34,45422,4,58.9,42.0,No
1696,Operations,28,49010,7,41.5,52.1,No
1697,Marketing,48,43650,5,45.9,58.9,Yes
1698,Operations,31,45730,7,37.1,53.9,Yes
1699,Marketing,55,71358,7,45.8,67.9,No
1700,Marketing,57,62371,3,47.2,79.0,No
1701,Marketing,46,64167,4,40.5,98.0,No
1702,Marketing,27,54590,7,51.1,42.0,No
1703,Marketing,45,67133,6,40.5,64.0,Yes
1704,IT,39,65173,5,54.1,66.3,Yes
1705,HR,44,62182,3,34.0,66.1,No
1706,Finance,27,47150,6,44.5,68.0,No
1707,HR,50,49695,6,66.0,66.2,No
1708,Marketing,46,67697,6,25.9,82.4,Yes
1709,IT,38,48799,5,52.6,70.8,No
1710,Operations,45,39537,3,47.5,42.3,No
1711,IT,32,48567,4,42.5,45.2,No
1712,Marketing,47,73712,6,53.8,78.6,No
1713,IT,55,48579,8,48.4,72.4,Yes
1714,IT,49,58931,1,42.6,60.9,Yes
1715,Marketing,24,47611,3,39.1,72.1,No
1716,IT,32,64161,4,41.6,74.2,Yes
1717,Finance,59,61441,8,43.0,80.2,Yes
1718,Finance,35,37105,7,43.6,61.5,Yes
1719,IT,47,58216,5,38.6,77.0,No
1720,Operations,42,34808,9,46.2,63.1,Yes
1721,Marketing,51,48351,3,39.8,42.9,Yes
1722,Finance,29,54862,9,46.1,70.8,Yes
1723,Operations,41,77162,7,60.3,84.0,Yes
1724,IT,53,58814,5,51.8,76.7,No
1725,Operations,43,45794,8,44.7,83.0,No
1726,HR,28,51193,4,35.5,67.6,No
1727,Finance,30,66090,6,46.1,52.3,Yes
